title,url,category,instructor,platform,search_corpus
The Psychology of Happiness,https://www.udemy.com/course/happier-positive-psychology-happiness,Personal Development,Andrew Luttrell,Udemy,the psychology of happiness personal development the science of positive psychology - principles of well-being and life satisfaction
Master your Decision Making and Critical Thinking Skills !,https://www.udemy.com/course/leadership-science-for-decision-making,Personal Development,"Sivakami S ; MBA ; Leadership Science, Psychology",Udemy,"master your decision making and critical thinking skills ! personal development research based decision-making, critical thinking, and problem solving strategies, for leaders, managers, and everyone !"
21 Day Crash Course in Emotional Intelligence,https://www.udemy.com/course/eq-crash-course,Personal Development,Dr. Patricia Thompson,Udemy,"21 day crash course in emotional intelligence personal development increase your e.q. and transform your relationships with psychologist and author, dr. patricia thompson."
Neuroplasticity: How To Rewire Your Brain,https://www.udemy.com/course/neuroplasticity,Personal Development,Gregory Caremans - Brain Academy,Udemy,"neuroplasticity: how to rewire your brain personal development how to develop mental flexibility, change habits, stop procrastination and alter memories based on neuroscience research"
Work From Home: Where to Start and How to Succeed,https://www.udemy.com/course/working-effectively-from-home,Personal Development,Reneice Charles,Udemy,"work from home: where to start and how to succeed personal development how to get started, organized, increase efficiency, and maximize productivity while working in your home environment."
Radiate Confidence: How to Create a 1000 Watt Presence,https://www.udemy.com/course/1000-watt-presence,Personal Development,Alexa Fischer,Udemy,"radiate confidence: how to create a 1000 watt presence personal development helping you unlock your inner light, or presence, so you can easily, effortlessly connect with everyone you meet."
Business Etiquette 101: Social Skills for Success,https://www.udemy.com/course/business-etiquette-101-social-skills-for-success,Personal Development,Kara Ronin,Udemy,"business etiquette 101: social skills for success personal development master social skills in business & be more professional! improve confidence, outfit, conversation & networking skill"
Smart Tips: Time Management & Productivity,https://www.udemy.com/course/productivity-smart-tips,Personal Development,Chris Croft,Udemy,smart tips: time management & productivity personal development master time management and equip yourself with productivity tools and strategies: 67 micro lessons
Personal Branding: Strengthen Your Professional Reputation,https://www.udemy.com/course/personal-branding-intro,Personal Development,Joseph Liu,Udemy,"personal branding: strengthen your professional reputation personal development stand out to hiring managers, land your next promotion, and reach more clients"
Boost Your Career Success by Developing Your Soft Skills,https://www.udemy.com/course/personal-development-for-success,Personal Development,Denise Fletcher,Udemy,boost your career success by developing your soft skills personal development assess your personal development skill gaps with the success@work model. create your action plan to boost career success
Diploma in Mindfulness Practice (Certification Program),https://www.udemy.com/course/mindfulness-training-course-online-mindfulness-practitioner,Personal Development,"Kain Ramsay, Academy of Applied Psychology",Udemy,"diploma in mindfulness practice (certification program) personal development learn the discipline of mindfulness to deepen your self-knowledge, awareness + gain valuable wisdom for navigating life."
The Science of Leadership,https://www.udemy.com/course/neuromanagement,Personal Development,Gregory Caremans - Brain Academy,Udemy,"the science of leadership personal development leadership, management techniques and communication skills based on research from neuroscience to social psychology"
Prompt Engineering for Beginners - Learn ChatGPT Prompting,https://www.udemy.com/course/chatgpt-promptengineering,Personal Development,"Rapid Reskill by Mike Wheeler, Rapid Reskill, Ezekiel Wheeler, Evan Wheeler",Udemy,prompt engineering for beginners - learn chatgpt prompting personal development prompt engineering made simple with prompt frameworks for chatgpt learn prompt engineering / prompting for generative ai
Conscious Business: Building Positive Relationships,https://www.udemy.com/course/module-2-creating-fulfilling-relationships-great-teams,Personal Development,Conscious Business Institute - Peter Matthies,Udemy,"conscious business: building positive relationships personal development chapter 1: create fulfilling relationships, communicate with authenticity, effectively deal with any conflict situation."
Difficult Conversations: Master Difficult Conversations,https://www.udemy.com/course/difficult-conversations-master-difficult-conversations,Personal Development,"Life Progression Project, Dr. Lorraine Wiseman, PhD",Udemy,"difficult conversations: master difficult conversations personal development difficult conversations: master difficult conversations, communication styles, power of silence, how to be persuasive"
Pitch Yourself! Learn to Ignite Curiosity + Inspire Action.,https://www.udemy.com/course/market-your-message-ignite-curiosity-inspire-action,Personal Development,Alexa Fischer,Udemy,"pitch yourself! learn to ignite curiosity + inspire action. personal development learn to speak about your work with clarity, ease and authenticity. never fear the question, \what do you do?\"" again!"""
Master your brain: Neuroscience for personal development,https://www.udemy.com/course/my-brain-and-i,Personal Development,Gregory Caremans - Brain Academy,Udemy,"master your brain: neuroscience for personal development personal development discover how this approach can help with stress, self confidence, motivation, change, communication, relations, ..."
Mindful Resilience for Work-Life Thriving,https://www.udemy.com/course/mindful-resilience-work-life-thriving,Personal Development,Judith Young Comer,Udemy,"mindful resilience for work-life thriving personal development reduce stress, increase well-being and enjoy sustainable success."
Confidence Blueprint: Develop Confidence & a Growth Mindset,https://www.udemy.com/course/develop-true-confidence-and-a-growth-mindset,Personal Development,"Joeel & Natalie of Transformation Services, Transformation Services",Udemy,"confidence blueprint: develop confidence & a growth mindset personal development unstoppable self confidence & self esteem! stop holding yourself back, overcome self-doubt, & fulfill your potential."
10X SUPERHUMAN Learning: Speed Reading & Memory Booster,https://www.udemy.com/course/learn-speed-reading-memory-techniques,Personal Development,Silviu Marisk - Effective Learning Lab,Udemy,"10x superhuman learning: speed reading & memory booster personal development learn anything fast: advanced speed reading - 800 wpm, up to 4h of laser-like focus, solid memory, fast note-taking"
Heartfulness Meditation- Evolution of Consciousness w/ Daaji,https://www.udemy.com/course/the-evolution-of-consciousness-heartfulness-meditation,Personal Development,"Kamlesh D. Patel, Heartfulness.org HFN",Udemy,"heartfulness meditation- evolution of consciousness w/ daaji personal development guided heartfulness meditation for beginners |learn to meditate for happiness, improved well being and reducing stress"
How to Build your Professional Network,https://www.udemy.com/course/how-to-build-your-professional-network,Personal Development,PracticalGrowth,Udemy,"how to build your professional network personal development learn how to build your professional network, raise your profile, and get noticed!"
Neuroscience for parents: How to raise amazing kids,https://www.udemy.com/course/neuroscience-and-parenting,Personal Development,Gregory Caremans - Brain Academy,Udemy,"neuroscience for parents: how to raise amazing kids personal development parenting to help your children develop a healthy brain, self esteem and trust. nurture their talents and bond with them"
Negotiation Fundamentals: How To Negotiate Effectively,https://www.udemy.com/course/negotiation-fundamentals,Personal Development,"Life Progression Project, Alex Kouramanis",Udemy,"negotiation fundamentals: how to negotiate effectively personal development learn the techniques, strategies & styles to become a better negotiator. negotiation fundamentals: get better deals"
How to Build Self-Discipline,https://www.udemy.com/course/how-to-build-self-discipline,Personal Development,Martin Meadows,Udemy,how to build self-discipline personal development resist temptations and reach your long-term goals
Communication Skills Machine: Master Persuasion & Influence,https://www.udemy.com/course/communicationskillsmachine,Personal Development,Patrick Dang,Udemy,"communication skills machine: master persuasion & influence personal development learn the communication skills to master the secrets of persuasion, influence, & assertiveness for business & life."
CONFIDENCE and SELF ESTEEM: Develop Confident Body Language,https://www.udemy.com/course/confident-body-language-master-non-verbal-communication,Personal Development,"Jimmy Naraine • Official Udemy Partner, Jimmy Naraine Support",Udemy,confidence and self esteem: develop confident body language personal development learn how to feel and look more confident & comfortable with proven body language tools. top-rated body language course
Leadership: Leading When You Are Not In Charge!,https://www.udemy.com/course/leadership-leading-not-in-charge,Personal Development,"Steve Ballinger, MBA",Udemy,leadership: leading when you are not in charge! personal development leadership is critical for managers but anyone can lead at anytime. learn key leadership skills and enhance your career!
Life Purpose Life Coach Certification (Accredited),https://www.udemy.com/course/life-purpose-coach-certification,Personal Development,"Joeel & Natalie of Transformation Services, Transformation Services",Udemy,life purpose life coach certification (accredited) personal development become a certified life purpose coach! learn powerful tools & strategies to help clients find their purpose & passion.
Conscious Business: Building Collaborative & Engaged Teams,https://www.udemy.com/course/module-2-chapter-2-fulfilling-relationships-great-teams,Personal Development,Conscious Business Institute - Peter Matthies,Udemy,"conscious business: building collaborative & engaged teams personal development chapter 2: create engagement & accountability, build collaborative teams, get 4 steps to make every relationship work."
Emotional Intelligence: How To Influence People & Businesses,https://www.udemy.com/course/emotionalintelligence,Personal Development,Serah Lister,Udemy,"emotional intelligence: how to influence people & businesses personal development 5 ways to get people to know, like & trust you"
2025 Complete Public Speaking Masterclass For Every Occasion,https://www.udemy.com/course/the-complete-public-speaking-masterclass-for-every-occasion,Personal Development,TJ Walker,Udemy,"2025 complete public speaking masterclass for every occasion personal development tj walker's incredibly thorough and comprehensive public speaking course for every situation, audience and skill level"
How to Build Confidence in Your Abilities,https://www.udemy.com/course/how-to-build-confidence-in-your-abilities,Personal Development,Martin Meadows,Udemy,how to build confidence in your abilities personal development overcome your limiting beliefs and achieve your goals
Career Hacking: The Ultimate Job Search Course (Now w/ AI!),https://www.udemy.com/course/golden-gate-bridge,Personal Development,"Davis Jones, Eazl.ai Courseware, Ludell Jones",Udemy,"career hacking: the ultimate job search course (now w/ ai!) personal development boost your resume, linkedin, cover letter, interviewing & networking skills. now with ai prompts for chatgpt & claude!"
Think Like a Leader with Brian Tracy,https://www.udemy.com/course/think-like-a-leader-with-brian-tracy,Personal Development,Brian Tracy,Udemy,think like a leader with brian tracy personal development change your day to day habits to become a powerful motivator and achieve leadership success
Influencing Others Positively at Work and in Life,https://www.udemy.com/course/influence-skills,Personal Development,Vertex Learning,Udemy,influencing others positively at work and in life personal development learn important influence skills that are effective and helps change people positvely
Tech 101: Introduction to Working in Tech,https://www.udemy.com/course/tech-101-introduction-to-working-in-tech,Personal Development,Esosa Ighodaro,Udemy,tech 101: introduction to working in tech personal development develop a tech mindset to drive innovation in your work and become more tech-enabled
Facilitation Skills: The Core Skill of Great Team Leaders,https://www.udemy.com/course/team-leadership-facilitation-and-communication-essentials,Personal Development,"Lawrence M. Miller, Leadership Excellence, LLC",Udemy,facilitation skills: the core skill of great team leaders personal development a guide to the skills of leading teams whether remote virtual teams or in person
Disciplined Dreaming: Lead Breakthrough Creativity at Work,https://www.udemy.com/course/disciplined-dreaming-lead-breakthrough-creativity-at-work,Personal Development,Josh Linkner,Udemy,disciplined dreaming: lead breakthrough creativity at work personal development use josh linkner's disciplined dreaming system to learn how to use creativity & innovation to drive results
Time Management & Productivity Best Practices: Get More Done,https://www.udemy.com/course/time-management-productivity-best-practices,Personal Development,"Steve Ballinger, MBA",Udemy,"time management & productivity best practices: get more done personal development time management practical tips you can use immediately to be more productive, manage your time, and reach your big goals"
Soft Skills: The 11 Essential Career Soft Skills,https://www.udemy.com/course/soft-skills-the-11-essential-career-soft-skills,Personal Development,TJ Walker,Udemy,soft skills: the 11 essential career soft skills personal development the complete lunchtime soft skills course
Positive Self Talk - Affirmations & Mindset,https://www.udemy.com/course/positive-self-talk,Personal Development,Chris Croft,Udemy,"positive self talk - affirmations & mindset personal development reprogram your mind for positivity, success and growth"
"Creativity, problem solving and generating alternatives",https://www.udemy.com/course/creativity-problem-solving-and-generating-alternatives,Personal Development,Mihai Alexandru Gafar,Udemy,"creativity, problem solving and generating alternatives personal development master the skills and tools that will allow you to drive innovation, create alternatives and generate solutions"
Leadership Principles: Transformational Leadership & Culture,https://www.udemy.com/course/leadership-the-transforming-power-of-principles,Personal Development,"Lawrence M. Miller, Leadership Excellence, LLC",Udemy,leadership principles: transformational leadership & culture personal development the nine principles of transformational leadership that build brand value & winning teams and culture
"Ultimate PMP renewal, get all 60 PDUs approved by PMI",https://www.udemy.com/course/complete-pmp-renewal-get-all-60-pdus,Personal Development,"Madhu Nair PMP® 31,000+ students",Udemy,"ultimate pmp renewal, get all 60 pdus approved by pmi personal development renew your pmp certification the easy way. get the 60 pmp pdus you need to satisfy pmi requirements"
Primal Learning - Join the Top 1% Fastest Learners,https://www.udemy.com/course/primal-learning,Personal Development,"Mathias G, Vegard Gjerde",Udemy,primal learning - join the top 1% fastest learners personal development hack the flow state. multiply your productivity. ace your exams. optimize your lifestyle. double your reading speed.
Become a Master at Conflict Management at Home or Work,https://www.udemy.com/course/become-a-master-at-resolving-conflict-at-home-or-work,Personal Development,"Roger Kay Allen, Ph.D.",Udemy,become a master at conflict management at home or work personal development conflict resolution | emotional intelligence | difficult conversations | negotiating | active listening | influencing
Time Management Secrets For Busy People,https://www.udemy.com/course/time-management-strategies,Personal Development,Joel Widmer,Udemy,"time management secrets for busy people personal development learn how to stop procrastinating, start prioritizing & learn strategies to reach your goals & stay motivated."
Growth Mindset and Neuroplasticity : A Model for Success !,https://www.udemy.com/course/achieve-excellence-with-mindset-grit-and-neuroplasticity,Personal Development,"Sivakami S ; MBA ; Leadership Science, Psychology",Udemy,"growth mindset and neuroplasticity : a model for success ! personal development a 4-factor, research based model, from neuroplasticity, mindset, grit, 10,000 hours ; excellence and success, for all !"
Coaching for Growth and Success,https://www.udemy.com/course/coaching-for-growth,Personal Development,Deborah Grayson Riegel,Udemy,"coaching for growth and success personal development 12 ways to bring out the best in your colleagues, clients, and team members"
"The Complete Resume, LinkedIn & Get Your Dream Job Course!",https://www.udemy.com/course/thecompletejobinterviewresumenetworknewcareerguide,Personal Development,Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.,Udemy,"the complete resume, linkedin & get your dream job course! personal development by an award winning mba prof. who successfully changed careers from goldman to consulting to vc to hedge funds to tech."
Email Ninja - Take Back Control of Your Email Inbox,https://www.udemy.com/course/email-ninja,Personal Development,Spacemakers Australia,Udemy,email ninja - take back control of your email inbox personal development an online education solution that will transform your email and time management habits--forever!
What's Your Leadership Style?,https://www.udemy.com/course/whats-your-leadership-style,Personal Development,Dr. Priya Nalkur,Udemy,what's your leadership style? personal development explore your leadership strengths and maximize your unique style to gain greater influence and fulfillment at work.
Building Influence at Work,https://www.udemy.com/course/building-influence-at-work,Personal Development,"Andrew Luttrell, Ph.D.",Udemy,building influence at work personal development apply strategies for career success from scientific research in behavioral science
How to Lead & Coach Millennials & Gen Z Employees,https://www.udemy.com/course/the-millennial-maze,Personal Development,Carla Howard,Udemy,how to lead & coach millennials & gen z employees personal development increase your level of influence & promotability by tapping into the optimism and creativity of your team!
The Complete Business Communication Masterclass,https://www.udemy.com/course/business-communication-course-irina-ketkin,Personal Development,Irina Ketkin,Udemy,the complete business communication masterclass personal development improve your productivity and relationships in the workplace through the hidden secrets of communication!
Influence People with Persuasion Psychology,https://www.udemy.com/course/psychology-influence,Personal Development,"Andrew Luttrell, Ph.D.",Udemy,influence people with persuasion psychology personal development better marketing and personal success with behavioral science and the psychology of influence and persuasion
10X SUPERHUMAN Focus: Maximize Your Brain & Focus,https://www.udemy.com/course/learn-focus-techniques,Personal Development,Silviu Marisk - Effective Learning Lab,Udemy,10x superhuman focus: maximize your brain & focus personal development the world's most advanced focus training course: direct your focus and energy where they matter most to you
Persuasion Masterclass: How To Powerfully Influence Anyone,https://www.udemy.com/course/persuasion-masterclass-how-to-powerfully-influence-anyone,Personal Development,"Brandon Hakim, Insider School",Udemy,persuasion masterclass: how to powerfully influence anyone personal development master the 3 hidden skills of the most persuasive people without manipulation in 10 minutes a day ...guaranteed!
Listening Skills - The Ultimate Workplace Soft Skills,https://www.udemy.com/course/listening-skills-the-ultimate-workplace-soft-skills,Personal Development,TJ Walker,Udemy,listening skills - the ultimate workplace soft skills personal development increase your listening skills to advance your career
IELTS Band 7+ Complete Prep Course,https://www.udemy.com/course/ielts-band-7-preparation-course,Teaching & Academics,"Keino Campbell, Esq.",Udemy,"ielts band 7+ complete prep course teaching & academics taken by +250,000 students: embedded quizzes, practice tests, writing assignments, and speaking test roleplays"
English Grammar Launch: Upgrade your speaking and listening,https://www.udemy.com/course/learn-english-grammar-upgrade-your-speaking-and-listening,Teaching & Academics,Anthony Kelleher • 1M+ Students,Udemy,"english grammar launch: upgrade your speaking and listening teaching & academics learn english grammar through lectures and listening and speaking practice, so you can confidently speak english."
Spanish for Beginners. The Complete Spanish Course. LEVEL 1.,https://www.udemy.com/course/el-metodo-spanish-1,Teaching & Academics,Peter Hanley,Udemy,"spanish for beginners. the complete spanish course. level 1. teaching & academics learn spanish with the complete, non-stop speaking method, in a matter of weeks, not years."
Master Cognitive Biases and Improve Your Critical Thinking,https://www.udemy.com/course/upgrade-your-mindware,Personal Development,Kevin deLaplante,Udemy,master cognitive biases and improve your critical thinking personal development upgrade your mindware! master cognitive biases and learn new strategies to improve the quality of your thinking
Building Your English Brain,https://www.udemy.com/course/building-your-english-brain,Teaching & Academics,Luke Priddy,Udemy,building your english brain teaching & academics learn to start thinking in english so that you can stop translating in your head and become fluent in english faster.
"The English Master Course: English Grammar, English Speaking",https://www.udemy.com/course/learn-english-grammar-online,Teaching & Academics,Scott Mendoza,Udemy,"the english master course: english grammar, english speaking teaching & academics a complete english language course: english grammar, speaking, pronunciation, and writing. british and american english."
3 Minute French - Course 1,https://www.udemy.com/course/3-minute-french-full-course-1,Teaching & Academics,Kieran Ball,Udemy,3 minute french - course 1 teaching & academics learn to speak french you can use in everyday real-world situations - all in just 3-minute chunks!
"Economics: Market Forces of Demand, Supply and Equilibrium",https://www.udemy.com/course/the-market-forces-of-demand-supply-equilibrium,Teaching & Academics,Evrim Kanbur,Udemy,"economics: market forces of demand, supply and equilibrium teaching & academics economics: analyzing demand, supply and market equilibrium with real life case studies for businesses"
Master The English Verb Tenses,https://www.udemy.com/course/master-english-tenses,Teaching & Academics,Minoo Short,Udemy,master the english verb tenses teaching & academics improve your speaking and writing skills by learning how to use all the english tenses
English for Beginners: Complete Intensive English Course,https://www.udemy.com/course/complete-intensive-english-course-for-beginners,Teaching & Academics,Logus Academy,Udemy,"english for beginners: complete intensive english course teaching & academics intensive english course. 77 hours of english language speaking, english listening practice. animated cartoons"
"Master English: Improve Your Speaking, Listening, & Writing",https://www.udemy.com/course/master-english,Teaching & Academics,Kendra Lucas,Udemy,"master english: improve your speaking, listening, & writing teaching & academics learn new methods to improve your english proficiency fast"
Become an Algebra Master,https://www.udemy.com/course/integralcalc-algebra,Teaching & Academics,Krista King,Udemy,"become an algebra master teaching & academics learn everything from algebra 1 and algebra 2, then test your knowledge with 1,150+ practice questions"
Become a Calculus 1 Master,https://www.udemy.com/course/calculus1,Teaching & Academics,Krista King,Udemy,"become a calculus 1 master teaching & academics learn everything from calculus 1, then test your knowledge with 600+ practice questions"
Master the Fundamentals of Math,https://www.udemy.com/course/fundamentals-of-math,Teaching & Academics,Krista King,Udemy,"master the fundamentals of math teaching & academics learn everything from the basics of math, then test your knowledge with 510+ practice questions"
Effective Business English for Service Staff,https://www.udemy.com/course/business-english101,Teaching & Academics,Jacqueline Seidel,Udemy,"effective business english for service staff teaching & academics your comprehensive guide to more effective english communication - for office administration, retail and hospitality!"
Mastering IELTS Writing Task 2: IELTS Band 7+ Preparation,https://www.udemy.com/course/mastering-ielts-writing-task-2,Teaching & Academics,The IELTS Teacher,Udemy,mastering ielts writing task 2: ielts band 7+ preparation teaching & academics complete ielts preparation to achieve the band score you need in ielts writing task 2 (academic and general training).
English Grammar - All 12 Tenses and verb structures,https://www.udemy.com/course/puzzle-of-the-english-tenses-visual-language-course,Teaching & Academics,Bianka Molnar English Language Teacher,Udemy,"english grammar - all 12 tenses and verb structures teaching & academics understand and remember the usage of all verb tenses: present past and future, explained in short and funny videos."
Business English Course for ESL Students,https://www.udemy.com/course/business-english-course-for-esl-students,Teaching & Academics,Shayna Oliveira,Udemy,"business english course for esl students teaching & academics learn essential business english vocabulary for presentations, meetings, negotiations, phone calls, e-mails, and more!"
Diploma Training Course in Modern Applied Psychology (DiMAP),https://www.udemy.com/course/diploma-in-modern-applied-psychology-achology-certified,Teaching & Academics,"Kain Ramsay, Academy of Applied Psychology",Udemy,"diploma training course in modern applied psychology (dimap) teaching & academics learn how psychology began, the mains schools of thought, and ideas that equip people to understand themselves better."
Complete Spanish Course: Master Spanish Beginner to Advanced,https://www.udemy.com/course/spanish-for-beginners-the-ultimate-course-level-1,Teaching & Academics,"Linguae Learning, Linguae Teaching Assistant",Udemy,complete spanish course: master spanish beginner to advanced teaching & academics learn spanish fast with this non-stop spanish speaking course for beginners: learning spanish will be easy and fun!
IELTS 7 Plus: Complete IELTS Preparation,https://www.udemy.com/course/ielts-7-plus-ielts-preparation,Teaching & Academics,David Morris,Udemy,ielts 7 plus: complete ielts preparation teaching & academics ielts preparation for all sections of the ielts academic and ielts general tests.
"Spanish 1-4: Beginner, Elementary, Intermediate and Advanced",https://www.udemy.com/course/spanish-101-beginning-spanish-spanish-for-beginners,Teaching & Academics,Simple3 L,Udemy,"spanish 1-4: beginner, elementary, intermediate and advanced teaching & academics learn spanish with 323 lessons (109 hours of content) covering beginner, elementary, intermediate and advanced spanish."
English Grammar Pro | Beginner to Advanced (A1-C1) Grammar,https://www.udemy.com/course/easy-english-grammar-course,Teaching & Academics,For Your English,Udemy,english grammar pro | beginner to advanced (a1-c1) grammar teaching & academics complete grammar course to finish studying english grammar + improve conversation and pronunciation
The complete SOLAR ENERGY course. Beginner to advanced level,https://www.udemy.com/course/the-complete-solar-energy-course-beginner-to-advanced-level,Teaching & Academics,Leandro Caruso,Udemy,the complete solar energy course. beginner to advanced level teaching & academics 2025 the only online course with everything you need to know on solar energy - online certificate - best seller!
English Vocabulary Launch: Upgrade your speaking,https://www.udemy.com/course/english-vocabulary-launch-upgrade-your-english-speaking-grammar,Teaching & Academics,Anthony Kelleher • 1 Million+ Students Worldwide,Udemy,"english vocabulary launch: upgrade your speaking teaching & academics learn english vocabulary, speaking and listening skills and become more fluent learning from a native english teacher"
The Complete English Grammar Course - Perfect Your English,https://www.udemy.com/course/the-complete-english-grammar-course,Teaching & Academics,"TJ Walker, Derek Smith, Media Training Worldwide Digital",Udemy,the complete english grammar course - perfect your english teaching & academics a detailed and thorough english grammar course for all learners. improve your language skills and understanding today.
Best ESL English: English for Success Fast! Beginning,https://www.udemy.com/course/8-secrets-to-english-success,Teaching & Academics,Nina Weinstein,Udemy,best esl english: english for success fast! beginning teaching & academics popular english listening class makes understanding spoken english easy--from the author of 21 english textbooks!
Basic English Grammar And Structures,https://www.udemy.com/course/basic-english-grammar-and-structures,Teaching & Academics,"Seçkin Esen, Akın Demir",Udemy,basic english grammar and structures teaching & academics elementary (a1 & a2) level english course for beginners who want to improve their basic english grammar and structures.
The economic model of emerging countries - Michael Spence,https://www.udemy.com/course/the-economic-model-of-emerging-countries-michael-spence,Teaching & Academics,EDOOTV - The knowledge dispenser,Udemy,the economic model of emerging countries - michael spence teaching & academics understanding economics. learn how the world works and why it is the way it it.
American English Pronunciation,https://www.udemy.com/course/basic-american-pronunciation,Teaching & Academics,Luke Priddy,Udemy,"american english pronunciation teaching & academics master basic english sounds and start speaking like an american, with confidence!"
Online Japanese N5 Course(All 15 lessons),https://www.udemy.com/course/japanese-n5-course,Teaching & Academics,Attain Online Japanese Language School,Udemy,online japanese n5 course(all 15 lessons) teaching & academics 日本語能力試験n5対応教材 (jlpt n5 level elementary japanese study course)
Customer Service English Essentials,https://www.udemy.com/course/customer-service-english,Teaching & Academics,Luke Priddy,Udemy,"customer service english essentials teaching & academics learn the english phrases, sentences, and tips you'll need to handle customer service situations over the phone."
TOEFL iBT 100+ Genius System™ | Complete Fun & Fast Course,https://www.udemy.com/course/the-complete-toefl-ibt-success-course,Teaching & Academics,Maria Guryeva,Udemy,"toefl ibt 100+ genius system™ | complete fun & fast course teaching & academics score 100+ in reading, listening, speaking & writing | fun, fast & proven toefl ibt tactics, templates & secrets"
TOEFL iBT (100+) Complete Preparation Course!,https://www.udemy.com/course/toefl-ibt-online-preparation-course,Teaching & Academics,"Keino Campbell, Esq.",Udemy,"toefl ibt (100+) complete preparation course! teaching & academics why this is a bestseller: embedded quizzes, practice tests, writing assignments, and speaking test roleplays"
English Pronunciation | Sound Like a Native English Speaker,https://www.udemy.com/course/improving-your-english-fluency,Teaching & Academics,Luke Priddy,Udemy,english pronunciation | sound like a native english speaker teaching & academics take your english pronunciation to the next level. learn how to make your english sentences flow like a native speaker.
Person-Centred Counselling Course (Certification Program),https://www.udemy.com/course/online-counselling-practitioner-course-counselling-skills,Teaching & Academics,"Kain Ramsay, Academy of Applied Psychology",Udemy,"person-centred counselling course (certification program) teaching & academics learn the essentials of person-centred psychology, counselling skills, communication + active listening to help others."
Complete French Course: Learn French for Beginners,https://www.udemy.com/course/complete-french-course,Teaching & Academics,"Linguae Learning, Linguae Teaching Assistant",Udemy,complete french course: learn french for beginners teaching & academics learn french fast with this non-stop french speaking course for beginners: learning french will be easy and fun!
Learn Japanese for Beginners: The Ultimate 100-Lesson Course,https://www.udemy.com/course/learn-japanese-for-beginners,Teaching & Academics,Innovative Language,Udemy,"learn japanese for beginners: the ultimate 100-lesson course teaching & academics you learn japanese minutes into your first lesson. learn to speak, read and write with 100 lessons by real teachers"
The Complete French Course : Learn French - Beginners,https://www.udemy.com/course/french-for-beginners-a1,Teaching & Academics,Yohann Coussot,Udemy,"the complete french course : learn french - beginners teaching & academics french language for beginners (a0 - a2). french speaking, listening, grammar, reading, vocabulary with a native teacher."
Become a Linear Algebra Master,https://www.udemy.com/course/linear-algebra-course,Teaching & Academics,Krista King,Udemy,"become a linear algebra master teaching & academics learn everything from linear algebra, then test your knowledge with 400+ practice questions"
English punctuation made easy,https://www.udemy.com/course/english-punctuation-made-easy,Teaching & Academics,Sean Kaye,Udemy,english punctuation made easy teaching & academics punctuation - learn the basics without the pain. people will never laugh at your punctuation again.
Electric Vehicle Technology - A Beginner's Course,https://www.udemy.com/course/electric-and-hybrid-vehicle-engineering,Teaching & Academics,Er. Prasanthkumar Palani,Udemy,electric vehicle technology - a beginner's course teaching & academics electric vehicle tech & components | motors | battery management system | charging technology | electric vehicle testing
"Confidence On Camera: Make Amazing Videos, Easily.",https://www.udemy.com/course/be-comfortable-and-confident-on-camera,Teaching & Academics,Alexa Fischer,Udemy,"confidence on camera: make amazing videos, easily. teaching & academics learn how to put yourself in front of the lens to connect with your audience and build a tribe of fans."
English for Job Interviews: Speak with Confidence,https://www.udemy.com/course/job-interview-english,Teaching & Academics,Terry Mc Gonigle,Udemy,english for job interviews: speak with confidence teaching & academics be ready for any question: it-specific job interview english skills
Perfect English Pronunciation: British English,https://www.udemy.com/course/perfect-pronunciation-british-english,Teaching & Academics,Anthony Kelleher • 1 Million+ Students Worldwide,Udemy,perfect english pronunciation: british english teaching & academics learn english pronunciation from a native british speaker to take your accent to the next level
English Speaking Complete: English Language Mastery,https://www.udemy.com/course/english-speaking-complete,Teaching & Academics,David Morris,Udemy,"english speaking complete: english language mastery teaching & academics complete english language fluency: master speaking, grammar, vocabulary, writing and more [beginner to advanced]"
Basics of Sustainability: Learn in Simple Language,https://www.udemy.com/course/learn-the-basics-of-sustainability,Teaching & Academics,Dhananjay Kulkarni,Udemy,"basics of sustainability: learn in simple language teaching & academics sustainability is not just good to know, it's a must to know in this 21st century."
Essential Business English,https://www.udemy.com/course/essential-business-english,Teaching & Academics,Jeffrey Hill,Udemy,essential business english teaching & academics learn the english you need to communicate effectively in everyday professional situations
Complete English Course: Master English Beginner to Advanced,https://www.udemy.com/course/complete-english-course-master-native-english-for-beginners,Teaching & Academics,Linguae Learning,Udemy,complete english course: master english beginner to advanced teaching & academics learn how to have a natural conversation fast from a native english speaker!
Online Japanese Beginner Course (All 12 lessons）,https://www.udemy.com/course/online-japanese-beginner-course,Teaching & Academics,Attain Online Japanese Language School,Udemy,online japanese beginner course (all 12 lessons） teaching & academics [日本語ひらがな・カタカナ・会話]elementary japanese for non-japanese beginner course hiragana + katakana + conversation (all 12 lesson)
Critical Thinker Academy: Learn to Think Like a Philosopher,https://www.udemy.com/course/critical-thinker-academy,Personal Development,Kevin deLaplante,Udemy,"critical thinker academy: learn to think like a philosopher personal development how to improve your grades, advance in your job and expand your mind -- by learning how to think for yourself!"
Data Center Essentials: General Introduction,https://www.udemy.com/course/data-center-essentials,IT & Software,John Peterson,Udemy,"data center essentials: general introduction it & software where the cloud, ai, and the internet lives"
IELTS Preparation Masterclass: A Complete Guide to the IELTS,https://www.udemy.com/course/ielts-preparation-course,Teaching & Academics,Charles Cornelius,Udemy,ielts preparation masterclass: a complete guide to the ielts teaching & academics get all the essential information about the ielts and the most effective preparation tips from an ex-ielts examiner
